cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
24861080,"3-({4-[(5-Chloro-1,3-benzodioxol-4-YL)amino]pyrimidin-2-YL}amino)benzamide","3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE|CHEMBL500724|2vx1|SCHEMBL1172520|BDBM50293238|DB07256|3-(4-(5-chlorobenzo[d][1,3]dioxol-4-ylamino)pyrimidin-2-ylamino)benzamide|3-({4-[(5-chloro-2H-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzamide|7X8",383.8,C18H14ClN5O3,111,527,NULL,27,3,7,5,ZVQZIVCQLFGXFZ-UHFFFAOYSA-N,"3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]benzamide",NULL,99862,7,"349,242,349,243,349,000,000,000,000,000",20080804,10.1016/j.bmcl.2008.09.087
24861113,3-[4-[1-(3-Ethoxyphenyl)-2-(4-fluorophenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid,CHEMBL498942|SCHEMBL502707|BDBM50263226|3-(4-(1-(3-ethoxyphenyl)-2-(4-fluorophenyl)-1H-imidazole-4-carbonyl)piperazin-1-yl)-1-naphthoic acid,564.6,C33H29FN4O4,87.9,924,NULL,42,1,7,7,RLTYKXXMMIJIHK-UHFFFAOYSA-N,3-[4-[1-(3-ethoxyphenyl)-2-(4-fluorophenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid,NULL,230418,6,"341,735,341,736,341,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",20080804,10.1016/j.bmcl.2008.06.057
24861114,"3-[4-[2-(2,4-Difluorophenyl)-1-(3-ethoxyphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid","CHEMBL510690|954398-11-9|SCHEMBL502712|DTXSID10647743|BDBM50263227|3-[4-[[2-(2,4-difluorophenyl)-1-(3-ethoxyphenyl)-4-imidazolyl]-oxomethyl]-1-piperazinyl]-1-naphthalenecarboxylic acid|A845305|3-(4-(2-(2,4-difluorophenyl)-1-(3-ethoxyphenyl)-1H-imidazole-4-carbonyl)piperazin-1-yl)-1-naphthoic acid|3-[4-[2-[2,4-bis(fluoranyl)phenyl]-1-(3-ethoxyphenyl)imidazol-4-yl]carbonylpiperazin-1-yl]naphthalene-1-carboxylic acid|3-[4-[2-(2,4-difluorophenyl)-1-(3-ethoxyphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene",582.6,C33H28F2N4O4,87.9,967,NULL,43,1,8,7,ZGSKQTIQDRWKLV-UHFFFAOYSA-N,"3-[4-[2-(2,4-difluorophenyl)-1-(3-ethoxyphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid",NULL,230930,7,"341,735,341,736,342,000,000,000,000,000,000,000,000,000",20080804,10.1016/j.bmcl.2008.06.057
24861174,3-(4-(1-(3-Methoxyphenyl)-2-p-tolyl-1H-imidazole-4-carbonyl)piperazin-1-yl)-2-naphthoic acid,CHEMBL455742|SCHEMBL2152530|BDBM50262861|3-(4-(1-(3-methoxyphenyl)-2-p-tolyl-1H-imidazole-4-carbonyl)piperazin-1-yl)-2-naphthoic acid,546.6,C33H30N4O4,87.9,902,NULL,41,1,6,6,WEQDOHSPVTYEAY-UHFFFAOYSA-N,3-[4-[1-(3-methoxyphenyl)-2-(4-methylphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-2-carboxylic acid,NULL,230418,6,"341,735,341,736,342,000,000,000,000,000",20080804,10.1016/j.bmcl.2008.06.057
24861391,"3-[4-[1-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2-(4-fluorophenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid","CHEMBL505225|SCHEMBL502229|BDBM50263229|3-(4-(1-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-2-(4-fluorophenyl)-1H-imidazole-4-carbonyl)piperazin-1-yl)-1-naphthoic acid",578.6,C33H27FN4O5,97.1,988,NULL,43,1,8,5,MVJXOVUJJUHESX-UHFFFAOYSA-N,"3-[4-[1-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-(4-fluorophenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid",NULL,230418,6,"341,735,341,736,342,000,000,000,000,000,000,000,000,000",20080804,10.1016/j.bmcl.2008.06.057
24861392,"3-[4-[1-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2-(4-methylphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid","CHEMBL451644|SCHEMBL2152210|BDBM50263228|3-(4-(1-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-2-p-tolyl-1H-imidazole-4-carbonyl)piperazin-1-yl)-1-naphthoic acid",574.6,C34H30N4O5,97.1,982,NULL,43,1,7,5,FOWILVQQAZMQDQ-UHFFFAOYSA-N,"3-[4-[1-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-(4-methylphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid",NULL,230418,6,"341,735,341,736,342,000,000,000,000,000,000,000,000,000",20080804,10.1016/j.bmcl.2008.06.057
24861394,"3-[4-[1-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2-(2-fluoro-4-methylphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid","CHEMBL509519|SCHEMBL2152839|BDBM50263230|3-(4-(1-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-2-(2-fluoro-4-methylphenyl)-1H-imidazole-4-carbonyl)piperazin-1-yl)-1-naphthoic acid",592.6,C34H29FN4O5,97.1,1030,NULL,44,1,8,5,VADRQOUYFHAIEA-UHFFFAOYSA-N,"3-[4-[1-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-(2-fluoro-4-methylphenyl)imidazole-4-carbonyl]piperazin-1-yl]naphthalene-1-carboxylic acid",NULL,230418,6,"341,735,341,736,342,000,000,000,000,000,000,000,000,000",20080804,10.1016/j.bmcl.2008.06.057
24893964,2-Cyclohexyloxy-4-[4-[2-[[(2R)-2-hydroxy-2-pyridin-3-ylethyl]amino]ethyl]phenyl]benzoic acid,CHEMBL488224|BDBM50243112|(R)-3-(cyclohexyloxy)-4''-(2-(2-hydroxy-2-(pyridin-3-yl)ethylamino)ethyl)biphenyl-4-carboxylic acid|3-(Cyclohexyloxy)-4-(2-{[(2R)-2-hydroxy-2-(3-pyridinyl)ethyl]amino}-ethyl)-4-biphenylcarboxylic acid,460.6,C28H32N2O4,91.7,603,NULL,34,3,6,10,WHYGWEJJAHPBQA-SANMLTNESA-N,2-cyclohexyloxy-4-[4-[2-[[(2R)-2-hydroxy-2-pyridin-3-ylethyl]amino]ethyl]phenyl]benzoic acid,NULL,230418,6,"339,308,339,309,339,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",20080915,10.1021/jm8000345|10.1021/jm9000709
24895261,4-[4-[2-[[(2R)-2-(6-Aminopyridin-3-yl)-2-hydroxyethyl]amino]ethyl]phenyl]-2-propan-2-yloxybenzoic acid,CHEMBL488223|BDBM50243110|4-(2-{[(2R)-2-(6-Amino-3-pyridinyl)-2-hydroxyethyl]amino}ethyl)-3-isopropoxy-4-biphenylcarboxylic acid,435.5,C25H29N3O4,118,567,NULL,32,4,7,10,XWLOUPQGKQPWSU-QFIPXVFZSA-N,4-[4-[2-[[(2R)-2-(6-aminopyridin-3-yl)-2-hydroxyethyl]amino]ethyl]phenyl]-2-propan-2-yloxybenzoic acid,NULL,230418,6,"344,246,344,247,344,000,000,000,000,000,000,000,000,000",20080922,10.1021/jm8000345
24895263,4-[4-[2-[[(2R)-2-(6-Aminopyridin-3-yl)-2-hydroxyethyl]amino]ethyl]phenyl]-2-cyclohexyloxybenzoic acid,CHEMBL529659|SCHEMBL4583918|BDBM50243167|4-(2-{[(2R)-2-(6-Amino-3-pyridinyl)-2-hydroxyethyl]amino}ethyl)-3-(cyclohexyloxy)-4-biphenylcarboxylic acid,475.6,C28H33N3O4,118,636,NULL,35,4,7,10,DJTFHPYTDCJUNI-VWLOTQADSA-N,4-[4-[2-[[(2R)-2-(6-aminopyridin-3-yl)-2-hydroxyethyl]amino]ethyl]phenyl]-2-cyclohexyloxybenzoic acid,NULL,230418,6,"344,246,344,247,344,000,000,000,000,000,000,000,000,000",20080922,10.1021/jm8000345
24956953,"3-[4-(3-Aminopropoxy)-7-chloro-3-(3,5-dimethylphenyl)quinolin-6-yl]benzamide","CHEMBL1766102|SCHEMBL4325771|BDBM50341577|3-[4-(3-aminopropoxy)-7-chloro-3-(3,5-dimethylphenyl)quinolin-6-yl]benzamide",460,C27H26ClN3O2,91.2,639,NULL,33,2,4,7,UDERHFYYVOINTD-UHFFFAOYSA-N,"3-[4-(3-aminopropoxy)-7-chloro-3-(3,5-dimethylphenyl)quinolin-6-yl]benzamide",NULL,230418,6,"593,730,593,731",20081013,10.1021/jm101501b
24958409,"3-(4-{[4-(4-Cyano-2,6-dimethylphenoxy)pyrimidin-2-yl]amino}piperidin-1-yl)benzamide","SCHEMBL2260086|CHEMBL1258814|3-(4-{[4-(4-Cyano-2,6-dimethylphenoxy)pyrimidin-2-yl]amino}piperidin-1-yl)benzamide|3-[4-[[4-(4-cyano-2,6-dimethyl-phenoxy)pyrimidin-2-yl]amino]-1-piperidyl]benzamide",442.5,C25H26N6O2,117,690,NULL,33,2,7,6,JAEOMAZCAGUYJH-UHFFFAOYSA-N,"3-[4-[[4-(4-cyano-2,6-dimethylphenoxy)pyrimidin-2-yl]amino]piperidin-1-yl]benzamide",NULL,99602,6,"517,489,517,490,517,000",20081013,10.1016/j.bmcl.2010.08.068
24958769,3-(4-{[5-Bromo-4-(2-chloro-4-cyano-6-methylphenoxy)pyrimidin-2-yl]amino}piperidin-1-yl)benzamide,SCHEMBL2264155|CHEMBL1258015|3-(4-{[5-Bromo-4-(2-chloro-4-cyano-6-methylphenoxy)pyrimidin-2-yl]amino}piperidin-1-yl)benzamide|3-[4-[[5-bromo-4-(2-chloro-4-cyano-6-methyl-phenoxy)pyrimidin-2-yl]amino]-1-piperidyl]benzamide,541.8,C24H22BrClN6O2,117,744,NULL,34,2,7,6,ABGHEVXZRVAYSV-UHFFFAOYSA-N,3-[4-[[5-bromo-4-(2-chloro-4-cyano-6-methylphenoxy)pyrimidin-2-yl]amino]piperidin-1-yl]benzamide,NULL,99602,6,"517,489,517,490,517,000",20081013,10.1016/j.bmcl.2010.08.068
24958770,3-(4-{[4-(2-Chloro-4-cyano-6-methylphenoxy)pyrimidin-2-yl]amino}piperidin-1-yl)benzamide,SCHEMBL2261090|CHEMBL1257905|3-(4-{[4-(2-Chloro-4-cyano-6-methylphenoxy)pyrimidin-2-yl]amino}piperidin-1-yl)benzamide|3-[4-[[4-(2-chloro-4-cyano-6-methyl-phenoxy)pyrimidin-2-yl]amino]-1-piperidyl]benzamide,462.9,C24H23ClN6O2,117,708,4.3,33,2,7,6,URBRWOCTHYUBBB-UHFFFAOYSA-N,3-[4-[[4-(2-chloro-4-cyano-6-methylphenoxy)pyrimidin-2-yl]amino]piperidin-1-yl]benzamide,NULL,230674,7,"517,489,517,490,517,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",20081013,10.1016/j.bmcl.2010.08.068
24958771,"3-(4-{[4-(4-Cyano-2,6-dimethylphenoxy)-5-fluoropyrimidin-2-yl]amino}piperidin-1-yl)benzamide","SCHEMBL2263621|CHEMBL1257664|3-(4-{[4-(4-Cyano-2,6-dimethylphenoxy)-5-fluoropyrimidin-2-yl]amino}piperidin-1-yl)benzamide|3-[4-[[4-(4-cyano-2,6-dimethyl-phenoxy)-5-fluoro-pyrimidin-2-yl]amino]-1-piperidyl]benzamide",460.5,C25H25FN6O2,117,726,NULL,34,2,8,6,NOIQCRFIOYMHLK-UHFFFAOYSA-N,"3-[4-[[4-(4-cyano-2,6-dimethylphenoxy)-5-fluoropyrimidin-2-yl]amino]piperidin-1-yl]benzamide",NULL,99602,6,"517,489,517,490,517,000",20081013,10.1016/j.bmcl.2010.08.068
24959863,"4-[[4-[[5-Bromo-4-(4-cyano-2,6-dimethylphenoxy)pyrimidin-2-yl]amino]piperidin-1-yl]methyl]-3-chlorobenzamide","SCHEMBL2262546|CHEMBL1169982|4-[(4-{[5-Bromo-4-(4-cyano-2,6-dimethylphenoxy)pyrimidin-2-yl]amino}piperidin-1-yl)methyl]-3-chlorobenzamide|4-[[4-[[5-bromo-4-(4-cyano-2,6-dimethyl-phenoxy)pyrimidin-2-yl]amino]-1-piperidyl]methyl]-3-chloro-benzamide",569.9,C26H26BrClN6O2,117,778,NULL,36,2,7,7,XDNJNMGRILDNGX-UHFFFAOYSA-N,"4-[[4-[[5-bromo-4-(4-cyano-2,6-dimethylphenoxy)pyrimidin-2-yl]amino]piperidin-1-yl]methyl]-3-chlorobenzamide",NULL,99602,6,"490,363,490,364,490,000,000,000,000,000,000,000",20081013,10.1016/j.bmcl.2010.05.040
24986824,Unii-I58WE41H6X,"UNII-I58WE41H6X|I58WE41H6X|Aslan003|Aslan-003|SCHEMBL355081|CHEMBL2263632|OMPATGZMNFWVOH-UHFFFAOYSA-N|BDBM119812|US8691852, 20|2-(3,5-difluoro-3'-methoxybiphenyl-4-ylamino)nicotinic acid|2-[(3,5-difluoro-3'-methoxy-1,1'-biphenyl-4-yl)amino]nicotinic acid|2-((3,5-Difluoro-3'-methoxy(1,1'-biphenyl)-4-yl)amino)-3-pyridinecarboxylic acid|3-Pyridinecarboxylic acid, 2-((3,5-difluoro-3'-methoxy(1,1'-biphenyl)-4-yl)amino)-|1035688-66-4",356.3,C19H14F2N2O3,71.4,470,NULL,26,2,7,5,OMPATGZMNFWVOH-UHFFFAOYSA-N,"2-[2,6-difluoro-4-(3-methoxyphenyl)anilino]pyridine-3-carboxylic acid",NULL,104210,8,"10,971,401,257,892",20081027,10.1517/13543776.2013.831075
25006094,6-[Ethyl-(3-isobutoxy-4-isopropylphenyl)amino]nicotinic acid,CHEMBL1688383|SCHEMBL17325984|BDBM50339081|6-[Ethyl-(3-isobutoxy-4-isopropylphenyl)amino]nicotinic acid,356.5,C21H28N2O3,62.7,441,NULL,26,1,5,8,JUCWZKDTWSKUAW-UHFFFAOYSA-N,6-[N-ethyl-3-(2-methylpropoxy)-4-propan-2-ylanilino]pyridine-3-carboxylic acid,NULL,99602,6,"5,816,015,816,025,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",20081027,10.1002/cmdc.200700313|10.1021/ml100184k|10.1021/ml200197e|10.1021/ml500511m
25025295,"(2S)-2-Amino-3-[4-[2-amino-6-[1-[4-chloro-2-(3-methylpyrazol-1-yl)phenyl]-2,2,2-trifluoroethoxy]pyrimidin-4-yl]phenyl]propanoic acid","Telotristat|SCHEMBL611624|NCLGDOBQAWBXRA-HXBUSHRASA-N|BCP13199|LP778902|(S)-2-amino-3-[4-(2-amino-6-{1-[4-chloro-2-(3-methyl-pyrazol-1-yl)-phenyl]-2,2,2-trifluoro-ethoxy}-pyrimidin-4-yl)-phenyl]-propionic acid",546.9,C25H22ClF3N6O3,142,790,NULL,38,3,11,8,NCLGDOBQAWBXRA-HXBUSHRASA-N,"(2S)-2-amino-3-[4-[2-amino-6-[1-[4-chloro-2-(3-methylpyrazol-1-yl)phenyl]-2,2,2-trifluoroethoxy]pyrimidin-4-yl]phenyl]propanoic acid",NULL,28464,8,NULL,20081117,NULL
25025298,Telotristat,"Telotristat|1033805-28-5|UNII-381V4FCV2Z|LP-778902|381V4FCV2Z|Telotristat [USAN:INN]|Telotristat (USAN/INN)|Telotristat, LP778902|SCHEMBL612353|CHEMBL2103855|DTXSID60145805|NCLGDOBQAWBXRA-PGRDOPGGSA-N|EX-A1620|MFCD20528907|ZINC84758235|HY-13055B|BDBM50145648|CS-2408|DB12095|NCGC00485953-01|B3247|FT-0772337|D09973|LP778902;LP 778902;LP-778902|(S)-2-amino-3-(4-(2-amino-6-((R)-1-(4-chloro-2-(3-methyl-1H-pyrazol-1-yl)phenyl)-2,2,2-trifluoroethoxy)pyrimidin-4-yl)phenyl)propanoic acid|(2S)-2-aMino-3-[4-[2-aMino-6",546.9,C25H22ClF3N6O3,142,790,NULL,38,3,11,8,NCLGDOBQAWBXRA-PGRDOPGGSA-N,"(2S)-2-amino-3-[4-[2-amino-6-[(1R)-1-[4-chloro-2-(3-methylpyrazol-1-yl)phenyl]-2,2,2-trifluoroethoxy]pyrimidin-4-yl]phenyl]propanoic acid",NULL,126774,12,"11,596,201,259,416,100,000,000,000,000,000,000,000,000,000,000,000,000,000",20081117,10.1007/978-3-319-59024-0_22|10.1007/978-3-319-90990-5_12|10.1007/978-3-319-90990-5_28|10.1007/978-3-319-92216-4_19|10.1007/978-3-319-92216-4_20|10.1007/978-3-319-98497-1_48|10.1007/s00280-017-3462-y|10.1007/s11377-015-0005-0|10.1007/s11864-017-0461-5|10.1007/s11864-017-0514-9|10.1007/s11912-015-0492-7|10.1007/s11912-017-0633-2|10.1007/s12020-017-1360-z|10.1007/s12312-016-0140-7|10.1007/s12471-017-1011-2|10.1007/s40265-017-0737-x|10.1007/s40265-018-0935-1|10.1007/s40265-018-1033-0|10.1007/s40274-017-4591-6|
25060657,"5-(3-Chloro-5-fluorophenyl)-N-[(3,4-dimethoxyphenyl)methyl]-2-pyridin-3-ylpyridine-3-carboxamide",CHEMBL3099898|SCHEMBL3625065|BDBM50444606,477.9,C26H21ClFN3O3,73.3,659,NULL,34,1,6,7,PAVJJDHZLVSRMX-UHFFFAOYSA-N,"5-(3-chloro-5-fluorophenyl)-N-[(3,4-dimethoxyphenyl)methyl]-2-pyridin-3-ylpyridine-3-carboxamide",NULL,230418,6,"106,040,610,604,071,000,000",20081201,10.1016/j.bmcl.2013.10.045
25073775,2-(2-(2-Methoxy-4-morpholinophenylamino)-5-(trifluoromethyl)pyridin-4-ylamino)-N-methylbenzamide,"PND-1186|1061353-68-1|VS-4718|PND1186|PND 1186|UNII-L2BD0MW4OL|L2BD0MW4OL|SR-2156|SR2516|VS 4718|SR-2516|SR 2516|PND-1186 (VS-4718)|2-(2-(2-methoxy-4-morpholinophenylamino)-5-(trifluoromethyl)pyridin-4-ylamino)-N-methylbenzamide|2-((2-((2-Methoxy-4-morpholinophenyl)amino)-5-(trifluoromethyl)pyridin-4-yl)amino)-N-methylbenzamide|A1-01885|CHEMBL2430358|2-[[2-(2-methoxy-4-morpholin-4-ylanilino)-5-(trifluoromethyl)pyridin-4-yl]amino]-N-methylbenzamide|Benzamide, 2-[[2-[[2-methoxy-4-(4-morpholinyl)phenyl]amino]-",501.5,C25H26F3N5O3,87.8,709,NULL,36,3,10,7,IGUBBWJDMLCRIK-UHFFFAOYSA-N,2-[[2-(2-methoxy-4-morpholin-4-ylanilino)-5-(trifluoromethyl)pyridin-4-yl]amino]-N-methylbenzamide,NULL,100146,8,"111,916,811,191,691,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",20081208,10.1002/pbc.26304|10.1016/j.cell.2015.09.001|10.1016/j.pharmthera.2014.10.001|10.1038/cdd.2017.34|10.1038/nm.4123|10.1158/1535-7163.mct-13-1063|10.1158/2159-8290.cd-nb2014-093|10.1182/blood-2014-03-563981|10.4161/cbt.11729|10.4161/cbt.9.10.11433|10.4161/cbt.9.10.11434
25113168,1-[3-Methyl-4-[3-[2-(methylamino)pyrimidin-4-yl]pyridin-2-yl]oxyphenyl]-3-[3-(trifluoromethyl)phenyl]urea,CHEMBL468612|1-[3-Methyl-4-({3-[2-(Methylamino)pyrimidin-4-Yl]pyridin-2-Yl}oxy)phenyl]-3-[3-(Trifluoromethyl)phenyl]urea|3efw|SCHEMBL2298875|BDBM50266091|1-(3-methyl-4-(3-(2-(methylamino)pyrimidin-4-yl)pyridin-2-yloxy)phenyl)-3-(3-(trifluoromethyl)phenyl)urea|AK8,494.5,C25H21F3N6O2,101,714,NULL,36,3,9,6,INFGJUQNPPGDNS-UHFFFAOYSA-N,1-[3-methyl-4-[3-[2-(methylamino)pyrimidin-4-yl]pyridin-2-yl]oxyphenyl]-3-[3-(trifluoromethyl)phenyl]urea,NULL,99862,7,"392,180,392,181,977,000",20090113,10.1016/j.bmcl.2008.11.056
25126515,"[(2R,5R)-5-[(5-Fluoropyridin-2-yl)oxymethyl]-2-methylpiperidin-1-yl]-(5-fluoro-2-pyrimidin-2-ylphenyl)methanone","DORA-22|1088991-95-0|DORA22|DORA 22|SCHEMBL1716753|CHEMBL3655675|DTXSID10148765|BDBM104702|US8569311, 1-19|Methanone, ((2R,5R)-5-(((5-fluoro-2-pyridinyl)oxy)methyl)-2-methyl-1-piperidinyl)(5-fluoro-2-(2-pyrimidinyl)phenyl)-",424.4,C23H22F2N4O2,68.2,592,NULL,31,0,7,5,ADNQCBKNFSDDHY-HZPDHXFCSA-N,"[(2R,5R)-5-[(5-fluoropyridin-2-yl)oxymethyl]-2-methylpiperidin-1-yl]-(5-fluoro-2-pyrimidin-2-ylphenyl)methanone",NULL,233234,9,"12,575,761,257,577",20090119,10.1002/cmdc.201200025|10.1038/497s16a|10.1038/npp.2013.139|10.1111/jnc.14055|10.1126/scitranslmed.3005213|10.1186/1471-2202-15-109|10.5665/sleep.5536
25127708,Methyl (Z)-4-[3-[4-(3-chloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl]oxyazetidin-1-yl]-4-oxobut-2-enoate,SCHEMBL3394574|CHEMBL3955612,486.9,C23H20ClFN4O5,103,755,NULL,34,1,9,8,LMJFEGQMUCVCDC-SREVYHEPSA-N,methyl (Z)-4-[3-[4-(3-chloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl]oxyazetidin-1-yl]-4-oxobut-2-enoate,NULL,230418,6,"13,417,591,341,760",20090119,NULL
25128145,Filorexant,"FILOREXANT|1088991-73-4|MK-6096|MK 6096|UNII-E6BTT8VA5Z|MK6096|E6BTT8VA5Z|((2R,5R)-5-(((5-Fluoropyridin-2-yl)oxy)methyl)-2-methylpiperidin-1-yl)(5-methyl-2-(pyrimidin-2-yl)phenyl)methanone|Methanone, [(2R,5R)-5-[[(5-fluoro-2-pyridinyl)oxy]methyl]-2-methyl-1-piperidinyl][5-methyl-2-(2-pyrimidinyl)phenyl]-|Methanone, ((2R,5R)-5-(((5-fluoro-2-pyridinyl)oxy)methyl)-2-methyl-1-piperidinyl)(5-methyl-2-(2-pyrimidinyl)phenyl)-|Filorexant [USAN:INN]|Filorexant (USAN)|Filorexant(mk-6096)|MK-6096; Filorexant|GTPL4460|",420.5,C24H25FN4O2,68.2,588,NULL,31,0,6,5,NPFDWHQSDBWQLH-QZTJIDSGSA-N,"[(2R,5R)-5-[(5-fluoropyridin-2-yl)oxymethyl]-2-methylpiperidin-1-yl]-(5-methyl-2-pyrimidin-2-ylphenyl)methanone",NULL,231218,9,"76,508,976,509,011,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",20090119,10.1002/cmdc.201200025|10.1007/7854_2016_47|10.1007/978-3-319-11514-6_2|10.1007/978-3-319-15621-7_11|10.1007/s00228-012-1403-6|10.1007/s00228-012-1470-8|10.1007/s00228-018-2559-5|10.1007/s00415-014-7602-6|10.1007/s10072-013-1396-7|10.1007/s10072-014-1747-z|10.1007/s10286-017-0468-9|10.1007/s11274-017-2395-2|10.1007/s11906-018-0879-6|10.1007/s11916-013-0382-3|10.1007/s11940-014-0318-1|10.1007/s13311-017-0602-3|10.1007/s13311-018-0618-3|10.1007/s40263-012-0036-8|10.1007/s40263-013-0090-x|10.1007/s40263-014-01
25138012,Lck inhibitor 2,"Lck inhibitor 2|944795-06-6|CHEMBL249097|Benzamide,3-[[4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl]amino]-|3-((4-((5-hydroxy-2-methylphenyl)amino)pyrimidin-2-yl)amino)benzamide|3-({4-[(5-hydroxy-2-methylphenyl)amino]pyrimidin-2-yl}amino)benzamide|2,4-dianilino pyrimidine, 2|SCHEMBL20510788|BDBM26145|BCP25256|ZINC28950516|Benzamide, 3-[[4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl]amino]-|CS-1491|NCGC00378959-01|HY-10644|W-5715",335.4,C18H17N5O2,113,449,NULL,25,4,6,5,SFCBIFOAGRZJNX-UHFFFAOYSA-N,3-[[4-(5-hydroxy-2-methylanilino)pyrimidin-2-yl]amino]benzamide,NULL,230418,6,"308759,308760,308761,308762,308763,308764,389061,389062,389063,389064,389065,389066,389067,389068,389069,389070,389071,389072,389073,389074,389075,389076,389077,389078,389079,389098,389099,389100,389280,389531,389532,389533,389534,389535,389536,389537,389538,389539,389540,389541,389542,389543,389544,389545,389546,389547,389548,389549,389550,389551,389552,389553,389554,389555,389556,389557,389558,389559,389560,389561,389562,389563,389564,389565,389566,389567,389568,389569,389570,389571,389572,389573,389574,3",20090130,10.1016/j.bmcl.2007.04.029|10.1021/jm8011036
